hTeam,vteam,hScore,vScore
New Jersey Devils,Florida Panthers,4,2
Columbus Blue Jackets,Detroit Red Wings,3,2
Columbus Blue Jackets,Washington Capitals,5,1
Ottawa Senators,Detroit Red Wings,3,4
Buffalo Sabres,Montreal Canadiens,2,3
Minnesota Wild,Los Angeles Kings,5,4
Dallas Stars,Detroit Red Wings,4,2
Winnipeg Jets,Carolina Hurricanes,5,4
Minnesota Wild,Florida Panthers,3,1
San Diego Sockers,Toronto Maple Leafs,5,2
Washington Capitals,Toronto Maple Leafs,5,2
Florida Panthers,Chicago Blackhawks,7,0
Winnipeg Jets,Chicago Blackhawks,1,5
Ottawa Senators,San Jose Sharks,4,2
Dallas Stars,Edmonton Oilers,3,2
Detroit Red Wings,Buffalo Sabres,3,2
NY Islanders Islanders,Pittsburgh Penguins,0,4
Carolina Hurricanes,NY Islanders Islanders,7,4
NY Rangers Rangers,Carolina Hurricanes,6,3
Minnesota Wild,Dallas Stars,3,1
New Jersey Devils,Philadelphia Flyers,4,0
Winnipeg Jets,New Jersey Devils,3,2
Vancouver Canucks,St Louis Blues,1,3
Buffalo Sabres,Los Angeles Kings,2,1
Tampa Bay Lightning,Florida Panthers,2,5
Boston Bruins,Tampa Bay Lightning,3,2
Los Angeles Kings,Pittsburgh Penguins,5,3
San Diego Sockers,Calgary Flames,0,2
Arizona Coyotes,Florida Panthers,5,1
Toronto Maple Leafs,Florida Panthers,3,2
Buffalo Sabres,Florida Panthers,1,5
New Jersey Devils,Washington Capitals,2,2
Philadelphia Flyers,Arizona Coyotes,4,2
Calgary Flames,Toronto Maple Leafs,1,4
Montreal Canadiens,Boston Bruins,1,4
Calgary Flames,Washington Capitals,1,3
San Jose Sharks,Dallas Stars,4,3
Tampa Bay Lightning,Nashville Predators,1,4
NY Rangers Rangers,Philadelphia Flyers,0,3
Carolina Hurricanes,NY Rangers Rangers,4,3
Montreal Canadiens,Florida Panthers,3,4
Pittsburgh Penguins,Tampa Bay Lightning,5,2
Chicago Blackhawks,Buffalo Sabres,3,1
Florida Panthers,NY Rangers Rangers,4,5
Montreal Canadiens,Columbus Blue Jackets,1,2
Toronto Maple Leafs,Carolina Hurricanes,3,6
Calgary Flames,Los Angeles Kings,1,2
Ottawa Senators,New Jersey Devils,5,3
Los Angeles Kings,Vancouver Canucks,3,0
Philadelphia Flyers,Boston Bruins,2,3
Arizona Coyotes,Colorado Avalanche,4,2
NY Rangers Rangers,Ottawa Senators,4,3
Colorado Avalanche,New Jersey Devils,1,2
Nashville Predators,Minnesota Wild,3,2
Philadelphia Flyers,Carolina Hurricanes,4,3
Washington Capitals,Pittsburgh Penguins,7,1
Florida Panthers,Chicago Blackhawks,4,0
New Jersey Devils,Vegas Golden Knights,2,3
Colorado Avalanche,Philadelphia Flyers,2,4
Columbus Blue Jackets,Pittsburgh Penguins,7,1
Colorado Avalanche,San Diego Sockers,3,0
Detroit Red Wings,Edmonton Oilers,2,6
Winnipeg Jets,Carolina Hurricanes,3,5
NY Rangers Rangers,Detroit Red Wings,2,1
Arizona Coyotes,Montreal Canadiens,6,2
Arizona Coyotes,Chicago Blackhawks,2,4
Florida Panthers,Buffalo Sabres,4,3
Buffalo Sabres,NY Islanders Islanders,1,2
NY Rangers Rangers,Buffalo Sabres,4,3
NY Rangers Rangers,Washington Capitals,5,2
Dallas Stars,Chicago Blackhawks,3,5
Tampa Bay Lightning,Columbus Blue Jackets,5,2
Boston Bruins,Winnipeg Jets,4,1
Minnesota Wild,Vancouver Canucks,6,2
NY Rangers Rangers,Tampa Bay Lightning,6,1
Boston Bruins,Carolina Hurricanes,4,3
Ottawa Senators,Chicago Blackhawks,2,8
Nashville Predators,Vegas Golden Knights,1,0
St Louis Blues,NY Islanders Islanders,4,3
New Jersey Devils,Montreal Canadiens,1,3
Boston Bruins,Toronto Maple Leafs,3,2
Carolina Hurricanes,NY Islanders Islanders,6,3
Washington Capitals,Arizona Coyotes,3,2
Arizona Coyotes,Dallas Stars,3,1
Ottawa Senators,Carolina Hurricanes,2,5
Edmonton Oilers,Calgary Flames,3,3
Los Angeles Kings,Ottawa Senators,4,1
San Jose Sharks,Minnesota Wild,3,4
St Louis Blues,Boston Bruins,2,1
Philadelphia Flyers,Buffalo Sabres,4,1
Nashville Predators,Pittsburgh Penguins,4,4
Florida Panthers,Pittsburgh Penguins,2,3
Philadelphia Flyers,Minnesota Wild,0,1
NY Rangers Rangers,Florida Panthers,4,5
Dallas Stars,Boston Bruins,2,3
Boston Bruins,Buffalo Sabres,2,4
NY Rangers Rangers,Philadelphia Flyers,5,1
Philadelphia Flyers,Washington Capitals,1,4
Pittsburgh Penguins,Washington Capitals,1,3
Pittsburgh Penguins,Columbus Blue Jackets,1,2
New Jersey Devils,Buffalo Sabres,3,4
St Louis Blues,Buffalo Sabres,2,2
St Louis Blues,Philadelphia Flyers,0,2
Dallas Stars,Edmonton Oilers,4,2
Philadelphia Flyers,Toronto Maple Leafs,3,2
Dallas Stars,St Louis Blues,2,3
New Jersey Devils,NY Rangers Rangers,3,2
San Jose Sharks,St Louis Blues,2,0
Colorado Avalanche,Pittsburgh Penguins,2,4
Washington Capitals,Dallas Stars,4,3
Detroit Red Wings,Pittsburgh Penguins,4,1
Vegas Golden Knights,Florida Panthers,5,2
San Diego Sockers,Pittsburgh Penguins,5,3
Columbus Blue Jackets,Pittsburgh Penguins,2,1
Colorado Avalanche,NY Islanders Islanders,6,1
Colorado Avalanche,Florida Panthers,1,3
Tampa Bay Lightning,Ottawa Senators,5,2
Pittsburgh Penguins,Boston Bruins,6,5
Philadelphia Flyers,Detroit Red Wings,4,3
Carolina Hurricanes,Detroit Red Wings,3,4
NY Islanders Islanders,Columbus Blue Jackets,1,4
Montreal Canadiens,New Jersey Devils,2,3
Arizona Coyotes,Washington Capitals,6,3
Tampa Bay Lightning,Montreal Canadiens,1,2
Carolina Hurricanes,Montreal Canadiens,2,4
Buffalo Sabres,Toronto Maple Leafs,4,1
Calgary Flames,Los Angeles Kings,4,5
Los Angeles Kings,Calgary Flames,2,1
Ottawa Senators,Toronto Maple Leafs,6,1
Columbus Blue Jackets,Toronto Maple Leafs,4,2
Winnipeg Jets,Florida Panthers,7,2
Ottawa Senators,Tampa Bay Lightning,5,1
Detroit Red Wings,Chicago Blackhawks,2,5
Dallas Stars,Pittsburgh Penguins,3,0
Ottawa Senators,Winnipeg Jets,5,6
Ottawa Senators,Pittsburgh Penguins,1,3
Arizona Coyotes,Pittsburgh Penguins,2,1
Los Angeles Kings,San Jose Sharks,2,3
Montreal Canadiens,Edmonton Oilers,0,0
Detroit Red Wings,Columbus Blue Jackets,1,1
Arizona Coyotes,Vancouver Canucks,1,0
Toronto Maple Leafs,Montreal Canadiens,3,5
Arizona Coyotes,Edmonton Oilers,4,2
Ottawa Senators,Arizona Coyotes,2,3
Nashville Predators,Dallas Stars,5,3
Winnipeg Jets,Boston Bruins,2,6
Ottawa Senators,NY Rangers Rangers,1,1
NY Islanders Islanders,Detroit Red Wings,4,1
St Louis Blues,Tampa Bay Lightning,0,3
Philadelphia Flyers,St Louis Blues,0,2
Ottawa Senators,Los Angeles Kings,5,3
San Jose Sharks,Columbus Blue Jackets,2,5
Colorado Avalanche,Dallas Stars,6,5
Toronto Maple Leafs,San Diego Sockers,2,3
Buffalo Sabres,Montreal Canadiens,2,2
St Louis Blues,Buffalo Sabres,4,1
NY Islanders Islanders,Buffalo Sabres,1,2
NY Rangers Rangers,Montreal Canadiens,2,0
Philadelphia Flyers,NY Rangers Rangers,4,3
Carolina Hurricanes,Arizona Coyotes,2,4
Tampa Bay Lightning,New Jersey Devils,3,2
Vancouver Canucks,San Jose Sharks,1,4
NY Islanders Islanders,Pittsburgh Penguins,4,1
New Jersey Devils,San Jose Sharks,0,3
Nashville Predators,St Louis Blues,5,0
San Diego Sockers,Vancouver Canucks,3,0
Toronto Maple Leafs,Tampa Bay Lightning,3,7
Nashville Predators,Vancouver Canucks,3,5
Buffalo Sabres,Philadelphia Flyers,4,1
Vancouver Canucks,Pittsburgh Penguins,0,3
Los Angeles Kings,Buffalo Sabres,2,0
NY Rangers Rangers,Columbus Blue Jackets,3,5
Boston Bruins,Columbus Blue Jackets,5,2
Winnipeg Jets,Arizona Coyotes,4,3
New Jersey Devils,Columbus Blue Jackets,1,2
Edmonton Oilers,Montreal Canadiens,4,1
Los Angeles Kings,Colorado Avalanche,3,4
Detroit Red Wings,Toronto Maple Leafs,2,3
Tampa Bay Lightning,Toronto Maple Leafs,3,0
Buffalo Sabres,Columbus Blue Jackets,1,4
New Jersey Devils,Winnipeg Jets,3,3
Tampa Bay Lightning,Boston Bruins,0,1
Colorado Avalanche,Minnesota Wild,7,1
Ottawa Senators,Nashville Predators,1,5
Chicago Blackhawks,NY Rangers Rangers,6,3
Detroit Red Wings,Carolina Hurricanes,1,3
Dallas Stars,Colorado Avalanche,4,2
Vancouver Canucks,Ottawa Senators,2,2
Ottawa Senators,Toronto Maple Leafs,5,4
Arizona Coyotes,Tampa Bay Lightning,5,3
St Louis Blues,Detroit Red Wings,1,1
Buffalo Sabres,NY Rangers Rangers,1,2
Buffalo Sabres,Edmonton Oilers,4,3
Edmonton Oilers,Colorado Avalanche,3,2
Montreal Canadiens,Boston Bruins,3,2
St Louis Blues,Washington Capitals,1,5
Florida Panthers,Washington Capitals,2,4
Vancouver Canucks,Winnipeg Jets,1,4
Buffalo Sabres,Washington Capitals,2,3
Detroit Red Wings,Arizona Coyotes,1,4
Buffalo Sabres,Pittsburgh Penguins,3,4
Colorado Avalanche,Detroit Red Wings,3,5
Colorado Avalanche,San Jose Sharks,3,4
Philadelphia Flyers,NY Islanders Islanders,6,4
Winnipeg Jets,Chicago Blackhawks,4,0
Edmonton Oilers,Vancouver Canucks,5,2
Montreal Canadiens,Toronto Maple Leafs,2,1
Columbus Blue Jackets,Nashville Predators,4,0
San Jose Sharks,Colorado Avalanche,4,2
Edmonton Oilers,Colorado Avalanche,3,4
Carolina Hurricanes,Washington Capitals,5,1
Vancouver Canucks,Florida Panthers,3,4
Nashville Predators,Minnesota Wild,1,1
Florida Panthers,Arizona Coyotes,3,1
Nashville Predators,Philadelphia Flyers,6,5
Nashville Predators,Detroit Red Wings,0,1
Philadelphia Flyers,Washington Capitals,8,2
Winnipeg Jets,Edmonton Oilers,1,2
Philadelphia Flyers,Columbus Blue Jackets,3,5
NY Rangers Rangers,Boston Bruins,4,2
Florida Panthers,Dallas Stars,1,2
Winnipeg Jets,Detroit Red Wings,4,3
Ottawa Senators,Washington Capitals,2,4
Detroit Red Wings,Philadelphia Flyers,0,1
Buffalo Sabres,San Diego Sockers,3,0
Edmonton Oilers,Arizona Coyotes,5,2
Nashville Predators,Toronto Maple Leafs,1,1
Edmonton Oilers,Philadelphia Flyers,2,4
Chicago Blackhawks,Ottawa Senators,3,4
Montreal Canadiens,Pittsburgh Penguins,4,0
San Jose Sharks,Calgary Flames,5,5
Detroit Red Wings,San Diego Sockers,6,4
Washington Capitals,Detroit Red Wings,1,0
Boston Bruins,Buffalo Sabres,3,1
Boston Bruins,Vancouver Canucks,6,3
San Diego Sockers,Vancouver Canucks,4,0
Montreal Canadiens,New Jersey Devils,2,1
Chicago Blackhawks,Montreal Canadiens,5,2
Toronto Maple Leafs,Tampa Bay Lightning,0,2
Dallas Stars,Colorado Avalanche,1,3
Montreal Canadiens,NY Islanders Islanders,4,1
Winnipeg Jets,Montreal Canadiens,4,7
Florida Panthers,Detroit Red Wings,3,2
Carolina Hurricanes,St Louis Blues,1,2
Nashville Predators,Chicago Blackhawks,1,4
Los Angeles Kings,Edmonton Oilers,5,2
Minnesota Wild,Tampa Bay Lightning,1,0
NY Rangers Rangers,NY Islanders Islanders,4,6
Nashville Predators,Toronto Maple Leafs,2,5
St Louis Blues,Montreal Canadiens,4,3
Los Angeles Kings,Arizona Coyotes,1,4
Arizona Coyotes,Los Angeles Kings,3,3
Columbus Blue Jackets,NY Rangers Rangers,2,0
Florida Panthers,Ottawa Senators,1,1
Colorado Avalanche,St Louis Blues,1,1
Edmonton Oilers,New Jersey Devils,5,1
Chicago Blackhawks,Buffalo Sabres,4,3
Calgary Flames,Boston Bruins,2,5
Ottawa Senators,Los Angeles Kings,2,2
Dallas Stars,Vancouver Canucks,4,3
Buffalo Sabres,Pittsburgh Penguins,1,3
NY Rangers Rangers,Los Angeles Kings,4,2
Ottawa Senators,NY Rangers Rangers,3,1
Boston Bruins,Los Angeles Kings,1,0
Dallas Stars,Pittsburgh Penguins,3,2
Vancouver Canucks,Winnipeg Jets,2,5
Vancouver Canucks,Calgary Flames,1,1
Ottawa Senators,Florida Panthers,3,2
New Jersey Devils,Carolina Hurricanes,4,3
NY Islanders Islanders,Calgary Flames,2,3
Dallas Stars,Washington Capitals,3,4
Colorado Avalanche,Los Angeles Kings,4,1
Washington Capitals,Los Angeles Kings,3,1
Vancouver Canucks,St Louis Blues,2,1
Pittsburgh Penguins,Toronto Maple Leafs,4,1
Nashville Predators,Columbus Blue Jackets,4,3
Columbus Blue Jackets,Montreal Canadiens,2,1
Montreal Canadiens,Vancouver Canucks,4,3
Florida Panthers,Pittsburgh Penguins,6,5
Florida Panthers,Colorado Avalanche,4,1
Columbus Blue Jackets,Chicago Blackhawks,5,4
Tampa Bay Lightning,Washington Capitals,4,3
Vancouver Canucks,Arizona Coyotes,3,2
Florida Panthers,Washington Capitals,4,1
Carolina Hurricanes,New Jersey Devils,1,3
Colorado Avalanche,Nashville Predators,3,5
Washington Capitals,New Jersey Devils,5,3
Pittsburgh Penguins,Tampa Bay Lightning,5,2
St Louis Blues,Florida Panthers,1,3
Buffalo Sabres,Ottawa Senators,3,1
Calgary Flames,Minnesota Wild,5,1
NY Islanders Islanders,Pittsburgh Penguins,2,3
Chicago Blackhawks,Colorado Avalanche,1,2
Boston Bruins,NY Rangers Rangers,2,5
Montreal Canadiens,Columbus Blue Jackets,2,1
Montreal Canadiens,NY Rangers Rangers,5,4
Winnipeg Jets,Vegas Golden Knights,7,4
San Jose Sharks,Los Angeles Kings,2,3
Buffalo Sabres,Toronto Maple Leafs,5,2
NY Rangers Rangers,Toronto Maple Leafs,3,1
San Diego Sockers,Tampa Bay Lightning,1,2
Columbus Blue Jackets,Philadelphia Flyers,1,1
Detroit Red Wings,Nashville Predators,2,3
Boston Bruins,Nashville Predators,4,1
NY Islanders Islanders,Philadelphia Flyers,4,3
Boston Bruins,Toronto Maple Leafs,2,0
San Diego Sockers,Edmonton Oilers,4,3
Tampa Bay Lightning,Los Angeles Kings,1,1
Arizona Coyotes,Colorado Avalanche,2,6
Nashville Predators,Tampa Bay Lightning,3,1
Minnesota Wild,Carolina Hurricanes,6,2
Buffalo Sabres,Boston Bruins,2,2
Edmonton Oilers,Columbus Blue Jackets,5,1
Tampa Bay Lightning,San Diego Sockers,5,0
NY Rangers Rangers,Minnesota Wild,4,2
Detroit Red Wings,Toronto Maple Leafs,4,5
Edmonton Oilers,Los Angeles Kings,2,1
Los Angeles Kings,Minnesota Wild,5,2
Edmonton Oilers,Minnesota Wild,4,1
Carolina Hurricanes,NY Rangers Rangers,1,6
NY Rangers Rangers,Dallas Stars,1,1
Boston Bruins,Detroit Red Wings,5,2
Los Angeles Kings,Vancouver Canucks,0,3
Vegas Golden Knights,NY Rangers Rangers,2,1
NY Islanders Islanders,Buffalo Sabres,5,1
Washington Capitals,Dallas Stars,2,3
Colorado Avalanche,Boston Bruins,6,3
NY Rangers Rangers,Nashville Predators,4,3
Colorado Avalanche,San Diego Sockers,3,5
Vancouver Canucks,Minnesota Wild,3,6
San Diego Sockers,Washington Capitals,5,2
Dallas Stars,Edmonton Oilers,2,5
Ottawa Senators,San Diego Sockers,2,1
Boston Bruins,Calgary Flames,2,1
Vancouver Canucks,Carolina Hurricanes,4,3
Winnipeg Jets,Washington Capitals,2,3
Pittsburgh Penguins,NY Rangers Rangers,2,5
Columbus Blue Jackets,Winnipeg Jets,2,3
Colorado Avalanche,Ottawa Senators,3,5
NY Islanders Islanders,Columbus Blue Jackets,2,3
Arizona Coyotes,NY Islanders Islanders,1,0
Buffalo Sabres,Boston Bruins,1,2
Edmonton Oilers,NY Islanders Islanders,3,1
Florida Panthers,Washington Capitals,3,2
San Jose Sharks,Philadelphia Flyers,4,2
Philadelphia Flyers,San Jose Sharks,2,1
Washington Capitals,Ottawa Senators,2,1
Winnipeg Jets,Chicago Blackhawks,4,5
Columbus Blue Jackets,Washington Capitals,2,3
Colorado Avalanche,Los Angeles Kings,4,1
Los Angeles Kings,Buffalo Sabres,4,2
Toronto Maple Leafs,NY Islanders Islanders,5,0
Florida Panthers,NY Rangers Rangers,3,0
NY Islanders Islanders,San Jose Sharks,2,3
Montreal Canadiens,Detroit Red Wings,4,3
Arizona Coyotes,San Jose Sharks,1,3
Philadelphia Flyers,Ottawa Senators,3,2
Los Angeles Kings,Winnipeg Jets,1,2
Colorado Avalanche,Tampa Bay Lightning,2,3
Dallas Stars,Chicago Blackhawks,5,2
Nashville Predators,Dallas Stars,4,1
Tampa Bay Lightning,Montreal Canadiens,0,3
Detroit Red Wings,Pittsburgh Penguins,6,3
Colorado Avalanche,Florida Panthers,3,2
Nashville Predators,Colorado Avalanche,3,4
Detroit Red Wings,Pittsburgh Penguins,2,5
Calgary Flames,San Jose Sharks,5,2
Buffalo Sabres,Columbus Blue Jackets,2,3
Columbus Blue Jackets,NY Islanders Islanders,0,4
Pittsburgh Penguins,NY Islanders Islanders,5,2
Vancouver Canucks,San Diego Sockers,3,2
San Diego Sockers,New Jersey Devils,7,1
Edmonton Oilers,Chicago Blackhawks,1,5
Buffalo Sabres,Ottawa Senators,1,1
Boston Bruins,Tampa Bay Lightning,3,6
Nashville Predators,Los Angeles Kings,1,2
Buffalo Sabres,Washington Capitals,3,1
New Jersey Devils,Toronto Maple Leafs,5,1
Toronto Maple Leafs,Carolina Hurricanes,1,2
Nashville Predators,Pittsburgh Penguins,1,2
Edmonton Oilers,St Louis Blues,1,4
San Diego Sockers,Edmonton Oilers,0,4
Los Angeles Kings,Chicago Blackhawks,3,2
Chicago Blackhawks,Detroit Red Wings,4,1
NY Islanders Islanders,Ottawa Senators,4,2
Vancouver Canucks,San Jose Sharks,2,3
Los Angeles Kings,Dallas Stars,3,2
Arizona Coyotes,Vancouver Canucks,1,3
Minnesota Wild,Edmonton Oilers,1,2
Edmonton Oilers,Tampa Bay Lightning,2,2
Boston Bruins,Minnesota Wild,0,5
Toronto Maple Leafs,Tampa Bay Lightning,1,4
Minnesota Wild,Chicago Blackhawks,3,0
Columbus Blue Jackets,Washington Capitals,3,6
New Jersey Devils,NY Islanders Islanders,2,2
NY Rangers Rangers,Chicago Blackhawks,3,5
NY Rangers Rangers,Nashville Predators,4,2
Pittsburgh Penguins,NY Islanders Islanders,3,2
NY Islanders Islanders,New Jersey Devils,2,1
Vegas Golden Knights,St Louis Blues,3,2
NY Islanders Islanders,NY Rangers Rangers,2,1
Pittsburgh Penguins,Florida Panthers,3,2
Colorado Avalanche,Columbus Blue Jackets,3,4
Dallas Stars,Edmonton Oilers,6,3
Pittsburgh Penguins,Minnesota Wild,2,4
Pittsburgh Penguins,Detroit Red Wings,2,5
Calgary Flames,Buffalo Sabres,1,2
Ottawa Senators,Edmonton Oilers,2,6
Colorado Avalanche,Tampa Bay Lightning,5,6
Winnipeg Jets,San Jose Sharks,1,4
Dallas Stars,Boston Bruins,3,7
St Louis Blues,Dallas Stars,3,0
San Diego Sockers,Montreal Canadiens,2,1
Winnipeg Jets,Nashville Predators,5,6
Edmonton Oilers,NY Islanders Islanders,1,4
New Jersey Devils,Chicago Blackhawks,4,1
Los Angeles Kings,San Diego Sockers,0,4
Washington Capitals,Montreal Canadiens,3,1
Detroit Red Wings,Vegas Golden Knights,0,4
Montreal Canadiens,Pittsburgh Penguins,1,4
Toronto Maple Leafs,Carolina Hurricanes,3,1
Columbus Blue Jackets,Winnipeg Jets,2,1
St Louis Blues,NY Islanders Islanders,2,5
Philadelphia Flyers,Edmonton Oilers,0,4
Toronto Maple Leafs,Ottawa Senators,2,2
NY Islanders Islanders,Calgary Flames,2,1
Vancouver Canucks,Columbus Blue Jackets,3,4
St Louis Blues,Montreal Canadiens,3,2
Los Angeles Kings,Vegas Golden Knights,3,2
Buffalo Sabres,New Jersey Devils,1,2
Ottawa Senators,New Jersey Devils,0,3
Toronto Maple Leafs,Colorado Avalanche,5,1
NY Rangers Rangers,San Diego Sockers,3,2
Boston Bruins,Washington Capitals,3,5
Chicago Blackhawks,NY Rangers Rangers,0,1
Vancouver Canucks,Pittsburgh Penguins,4,2
Montreal Canadiens,Toronto Maple Leafs,0,6
Minnesota Wild,Nashville Predators,2,4
San Jose Sharks,Chicago Blackhawks,2,5
Columbus Blue Jackets,Vancouver Canucks,3,5
Buffalo Sabres,Columbus Blue Jackets,4,2
New Jersey Devils,Washington Capitals,4,3
Nashville Predators,Calgary Flames,5,6
New Jersey Devils,Philadelphia Flyers,3,5
Carolina Hurricanes,Washington Capitals,4,2
San Jose Sharks,Vancouver Canucks,2,4
Buffalo Sabres,Vancouver Canucks,3,2
NY Islanders Islanders,Tampa Bay Lightning,0,4
New Jersey Devils,Minnesota Wild,7,4
Boston Bruins,Ottawa Senators,1,6
Washington Capitals,Vancouver Canucks,3,1
NY Rangers Rangers,Boston Bruins,2,1
Philadelphia Flyers,Los Angeles Kings,0,1
Ottawa Senators,Edmonton Oilers,5,3
Colorado Avalanche,Boston Bruins,0,2
Tampa Bay Lightning,Calgary Flames,1,5
NY Islanders Islanders,Dallas Stars,6,5
St Louis Blues,Nashville Predators,0,2
Boston Bruins,Carolina Hurricanes,7,1
Nashville Predators,Buffalo Sabres,1,4
Nashville Predators,Dallas Stars,1,2
Colorado Avalanche,NY Rangers Rangers,1,2
Edmonton Oilers,Vegas Golden Knights,4,3
San Diego Sockers,St Louis Blues,1,2
New Jersey Devils,San Jose Sharks,1,1
St Louis Blues,Minnesota Wild,4,1
Detroit Red Wings,Columbus Blue Jackets,2,3
Ottawa Senators,Washington Capitals,3,0
Colorado Avalanche,Vancouver Canucks,3,1
Nashville Predators,Winnipeg Jets,7,0
Detroit Red Wings,Philadelphia Flyers,1,1
Colorado Avalanche,Dallas Stars,0,3
Carolina Hurricanes,Buffalo Sabres,5,2
Montreal Canadiens,Philadelphia Flyers,3,1
Florida Panthers,Vancouver Canucks,3,1
New Jersey Devils,Philadelphia Flyers,6,2
Arizona Coyotes,Columbus Blue Jackets,1,2
Toronto Maple Leafs,NY Rangers Rangers,8,5
Dallas Stars,Chicago Blackhawks,2,3
Nashville Predators,San Jose Sharks,6,2
San Diego Sockers,Edmonton Oilers,3,4
Washington Capitals,Buffalo Sabres,3,2
San Diego Sockers,Buffalo Sabres,1,0
Tampa Bay Lightning,Vancouver Canucks,1,5
Philadelphia Flyers,Nashville Predators,3,2
NY Islanders Islanders,New Jersey Devils,2,1
Colorado Avalanche,Winnipeg Jets,5,3
Buffalo Sabres,Detroit Red Wings,1,1
Chicago Blackhawks,Nashville Predators,1,2
Los Angeles Kings,Edmonton Oilers,3,4
Edmonton Oilers,New Jersey Devils,6,3
Los Angeles Kings,Nashville Predators,3,4
Vancouver Canucks,New Jersey Devils,0,2
Tampa Bay Lightning,Ottawa Senators,5,1
Detroit Red Wings,Tampa Bay Lightning,2,5
Ottawa Senators,Philadelphia Flyers,3,5
Vancouver Canucks,Vegas Golden Knights,4,4
San Diego Sockers,Ottawa Senators,5,1
San Diego Sockers,Calgary Flames,3,1
Buffalo Sabres,Detroit Red Wings,1,0
Colorado Avalanche,Minnesota Wild,2,1
Edmonton Oilers,Boston Bruins,2,3
Vancouver Canucks,NY Islanders Islanders,3,4
Florida Panthers,Toronto Maple Leafs,1,1
Winnipeg Jets,Dallas Stars,3,5
St Louis Blues,Arizona Coyotes,2,2
Winnipeg Jets,Nashville Predators,2,1
Tampa Bay Lightning,Montreal Canadiens,4,3
Winnipeg Jets,San Diego Sockers,4,3
Tampa Bay Lightning,Philadelphia Flyers,3,5
NY Islanders Islanders,Washington Capitals,2,4
San Diego Sockers,Florida Panthers,3,2
Los Angeles Kings,Nashville Predators,3,2
Detroit Red Wings,Dallas Stars,2,4
Dallas Stars,Nashville Predators,3,7
Chicago Blackhawks,Dallas Stars,3,4
San Jose Sharks,Arizona Coyotes,6,5
San Jose Sharks,Winnipeg Jets,4,5
Columbus Blue Jackets,Edmonton Oilers,2,7
Columbus Blue Jackets,Carolina Hurricanes,4,1
Winnipeg Jets,Los Angeles Kings,1,4
San Jose Sharks,Minnesota Wild,4,3
Tampa Bay Lightning,Columbus Blue Jackets,1,3
Dallas Stars,Buffalo Sabres,3,0
Edmonton Oilers,Vancouver Canucks,5,2
Winnipeg Jets,San Jose Sharks,4,1
St Louis Blues,Winnipeg Jets,2,5
Ottawa Senators,Washington Capitals,0,1
Calgary Flames,Philadelphia Flyers,2,5
Calgary Flames,Arizona Coyotes,1,4
Boston Bruins,Calgary Flames,1,2
Edmonton Oilers,Nashville Predators,0,4
Buffalo Sabres,Arizona Coyotes,1,4
Chicago Blackhawks,Minnesota Wild,1,2
Florida Panthers,Montreal Canadiens,2,3
Ottawa Senators,Buffalo Sabres,1,1
Florida Panthers,Ottawa Senators,1,0
Tampa Bay Lightning,Dallas Stars,3,5
Los Angeles Kings,New Jersey Devils,1,2
Vegas Golden Knights,Dallas Stars,0,3
Dallas Stars,St Louis Blues,6,2
St Louis Blues,Tampa Bay Lightning,2,0
New Jersey Devils,Columbus Blue Jackets,3,5
Nashville Predators,St Louis Blues,0,1
Columbus Blue Jackets,Dallas Stars,3,2
Minnesota Wild,Dallas Stars,3,4
Winnipeg Jets,Washington Capitals,4,3
Carolina Hurricanes,St Louis Blues,4,4
Chicago Blackhawks,New Jersey Devils,5,7
Los Angeles Kings,Arizona Coyotes,3,5
St Louis Blues,Dallas Stars,4,2
Carolina Hurricanes,Pittsburgh Penguins,1,1
Vancouver Canucks,Boston Bruins,0,4
Columbus Blue Jackets,New Jersey Devils,1,4
Toronto Maple Leafs,Buffalo Sabres,4,3
Chicago Blackhawks,San Diego Sockers,2,3
St Louis Blues,Carolina Hurricanes,2,4
St Louis Blues,Pittsburgh Penguins,1,4
Dallas Stars,Calgary Flames,2,0
New Jersey Devils,Philadelphia Flyers,3,6
Dallas Stars,Montreal Canadiens,3,4
Buffalo Sabres,Los Angeles Kings,2,4
Arizona Coyotes,Vegas Golden Knights,1,2
Vancouver Canucks,Boston Bruins,3,6
NY Rangers Rangers,Chicago Blackhawks,2,5
San Diego Sockers,Chicago Blackhawks,4,0
Pittsburgh Penguins,Buffalo Sabres,5,4
Dallas Stars,Nashville Predators,2,5
Florida Panthers,Los Angeles Kings,1,3
St Louis Blues,Philadelphia Flyers,6,3
Dallas Stars,Ottawa Senators,4,7
Calgary Flames,Carolina Hurricanes,2,4
Minnesota Wild,San Diego Sockers,0,1
Minnesota Wild,Vancouver Canucks,2,4
Minnesota Wild,St Louis Blues,3,1
Dallas Stars,Washington Capitals,3,4
Calgary Flames,Montreal Canadiens,2,3
St Louis Blues,Columbus Blue Jackets,2,1
Florida Panthers,Philadelphia Flyers,1,3
Arizona Coyotes,Los Angeles Kings,3,2
Arizona Coyotes,Toronto Maple Leafs,4,7
Los Angeles Kings,NY Rangers Rangers,4,2
Dallas Stars,NY Islanders Islanders,3,0
New Jersey Devils,St Louis Blues,1,3
San Diego Sockers,San Jose Sharks,2,6
Toronto Maple Leafs,Washington Capitals,1,4
Minnesota Wild,Colorado Avalanche,2,2
Boston Bruins,San Jose Sharks,6,3
NY Islanders Islanders,Toronto Maple Leafs,6,5
Tampa Bay Lightning,NY Islanders Islanders,7,4
Arizona Coyotes,Nashville Predators,4,0
